property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,signature global solera,sector 107,0.28,5833.0,2.0,2,2,0.0,North-East,Relatively New,543.0,0,0,0,0,0,unfurnished,49
flat,signature global solera,sector 107,0.28,5680.0,0.0,2,2,11.0,North,Relatively New,543.0,0,0,0,0,0,unfurnished,41
flat,signature global solera,sector 107,0.28,5622.0,0.0,2,2,14.0,North-West,Relatively New,543.0,0,0,0,0,0,unfurnished,49
flat,signature global solera,sector 107,0.28,5726.0,0.0,2,2,10.0,South,Relatively New,543.0,0,0,0,0,0,unfurnished,49
flat,signature global grand iva,sector 103,0.23,6534.0,0.0,1,1,4.0,North-East,Relatively New,400.0,0,0,0,0,0,unfurnished,27
flat,signature global solera,sector 107,0.35,6494.0,0.0,2,2,8.0,North-West,Relatively New,608.0,0,0,0,0,0,unfurnished,62
flat,signature global solera,sector 107,0.51,7907.0,0.0,2,2,9.0,South,Relatively New,717.0,0,0,0,0,1,unfurnished,20
flat,signature global solera,sector 107,0.35,6399.0,0.0,2,2,8.0,South,Relatively New,608.0,0,0,0,0,0,unfurnished,62
flat,signature global solera,sector 107,0.28,5833.0,0.0,2,2,11.0,South,Relatively New,543.0,0,0,0,0,0,unfurnished,62
flat,signature global solera,sector 107,0.36,6581.0,0.0,2,2,8.0,South-East,Relatively New,608.0,0,0,0,0,0,unfurnished,62
flat,emaar mgf emerald floors premier,sector 65,2.0,12121.0,3.0,3,3,1.0,North-West,Relatively New,1833.0,0,1,0,0,0,unfurnished,152
flat,bptp mansions park prime,sector 66,2.7,9768.0,1.0,4,3,6.0,East,Relatively New,2501.0,0,1,0,0,1,unfurnished,20
flat,m3m golfestate,sector 65,4.94,16234.0,0.0,4,3,15.0,North-East,Moderately Old,2754.0,0,1,0,0,0,unfurnished,211
flat,tulip violet,sector 69,1.75,8706.0,0.0,4,2,10.0,North-East,Relatively New,1819.0,0,0,0,0,0,semifurnished,123
flat,shree vardhman flora,sector 90,1.25,4854.0,0.0,5,2,8.0,South,Relatively New,2330.0,1,1,0,0,0,unfurnished,207
flat,shree vardhman flora,sector 90,0.92,4907.0,1.0,4,3,4.0,North-East,Relatively New,1493.0,0,1,0,0,0,unfurnished,152
flat,shree vardhman flora,sector 90,1.3,5253.0,0.0,5,2,9.0,North-East,Relatively New,2134.0,1,1,0,0,0,unfurnished,145
flat,tulip lemon,sector 69,0.62,12863.0,0.0,2,1,4.0,North-East,Relatively New,536.0,0,0,0,0,0,semifurnished,152
flat,tulip purple,sector 69,1.92,8000.0,1.0,5,4,5.0,East,Relatively New,2172.0,0,1,0,0,0,semifurnished,205
flat,the lions cghs,sector 56,2.0,8333.0,0.0,4,3,8.0,West,Relatively New,2253.0,0,0,0,0,1,semifurnished,53
flat,tulip ivory,sector 70,2.0,8333.0,2.0,5,4,2.0,South-East,Relatively New,2172.0,0,1,0,0,0,semifurnished,53
flat,professional society,manesar,0.75,3067.0,1.0,4,3,3.0,East,Relatively New,2716.0,0,1,0,0,0,unfurnished,32
flat,ss the leaf,sector 85,1.85,7683.0,2.0,4,3,2.0,North,Relatively New,2179.0,1,1,0,0,0,unfurnished,53
flat,tarc maceo,sector 91,0.89,6339.0,0.0,2,4,9.0,East,Relatively New,1302.0,0,0,0,0,1,unfurnished,20
flat,orris aster court premier,sector 85,1.25,5896.0,0.0,4,2,6.0,East,Relatively New,1616.0,0,1,0,0,0,semifurnished,53
flat,shapoorji pallonji joyville gurugram,sector 102,2.15,12707.0,0.0,3,3,10.0,South-West,Relatively New,1690.0,0,0,0,0,0,semifurnished,53
flat,ireo victory valley,sector 67,3.05,12650.0,0.0,3,4,21.0,South-West,Relatively New,2029.0,0,1,0,0,0,semifurnished,205
flat,m3m merlin,sector 67,2.65,12946.0,3.0,3,3,0.0,North-East,Relatively New,2047.0,0,0,0,0,1,semifurnished,216
flat,signature global synera,sector 81,0.49,6667.0,0.0,2,3,5.0,South,Relatively New,700.0,0,0,0,0,0,unfurnished,151
flat,aipl zen residences,sector 70,1.82,10997.0,0.0,3,3,12.0,South,Relatively New,1600.0,0,0,0,0,0,unfurnished,136
flat,signature global synera,sector 81,0.5,6803.0,0.0,2,3,6.0,South,Relatively New,700.0,0,0,0,0,0,unfurnished,151
flat,umang winter hills,sector 77,0.92,5049.0,0.0,3,3,17.0,North-East,Relatively New,1602.0,0,0,0,0,1,unfurnished,53
flat,shree vardhman victoria,sector 70,1.65,8462.0,3.0,4,3,1.0,North,Relatively New,1586.0,0,1,0,0,0,semifurnished,207
flat,capital residences 360,sector 70,1.1,7586.0,0.0,2,2,10.0,South-East,Relatively New,1312.0,1,0,0,0,0,unfurnished,46
flat,capital residences 360,sector 70,1.55,7844.0,0.0,3,3,8.0,South,Relatively New,1600.0,1,1,0,1,1,unfurnished,47
flat,bptp astaire gardens,sector 70,1.25,8772.0,3.0,3,2,1.0,South-East,Relatively New,1300.0,0,0,0,0,1,unfurnished,53
flat,bptp astaire gardens,sector 70,1.6,8658.0,4.0,4,3,1.0,North-East,Relatively New,1600.0,1,0,0,0,1,unfurnished,47
flat,shree vardhman victoria,sector 70,1.15,8519.0,0.0,2,3,8.0,South-East,Relatively New,1222.0,1,0,0,0,1,unfurnished,53
flat,shree vardhman victoria,sector 70,1.6,8205.0,0.0,3,3,10.0,South,Relatively New,1527.0,1,1,0,1,1,unfurnished,47
flat,bestech park view grand spa,sector 81,4.0,9524.0,0.0,5,4,15.0,West,Relatively New,3801.0,0,1,0,0,0,semifurnished,159
flat,bestech park view grand spa,sector 81,2.22,8346.0,0.0,4,4,15.0,South-East,Relatively New,2407.0,0,1,0,0,0,semifurnished,223
flat,bestech park view grand spa,sector 81,3.0,9419.0,1.0,5,2,6.0,South,Relatively New,2882.0,0,1,0,0,0,semifurnished,142
flat,vatika the seven lamps,sector 82,1.0,5924.0,0.0,2,2,11.0,South,Relatively New,1299.0,1,0,0,0,0,semifurnished,105
flat,pioneer araya,sector 62,10.75,19499.0,0.0,7,3,10.0,North-East,Relatively New,4990.0,0,1,0,0,0,semifurnished,180
flat,pioneer araya,sector 62,9.14,19488.0,0.0,6,3,16.0,East,Relatively New,3932.0,1,1,1,0,0,semifurnished,186
flat,pioneer araya,sector 62,8.35,19514.0,0.0,6,3,16.0,East,Relatively New,3872.0,0,1,0,1,0,semifurnished,179
flat,hsiidc sidco shivalik apartments,manesar,0.73,3559.0,2.0,3,4,2.0,South,Moderately Old,1705.0,0,1,0,0,0,unfurnished,111
flat,imt view society,manesar,0.95,3652.0,0.0,4,3,6.0,South-East,Moderately Old,2232.0,0,1,0,0,0,unfurnished,104
flat,hsiidc sidco shivalik apartments,manesar,0.48,3840.0,0.0,2,3,7.0,South,Moderately Old,993.0,0,0,0,0,0,unfurnished,118
flat,hsiidc sidco aravali,manesar,0.86,3323.0,1.0,3,4,3.0,South,Moderately Old,1900.0,0,1,0,0,0,unfurnished,111
flat,hsiidc sidco aravali,manesar,0.81,3129.0,2.0,3,4,2.0,South-West,Moderately Old,1900.0,0,1,0,0,0,unfurnished,102
flat,m3m merlin,sector 67,2.9,14167.0,3.0,3,3,0.0,West,Relatively New,2047.0,0,0,0,0,1,semifurnished,53
flat,signature andour heights,sector 71,0.37,7400.0,0.0,1,2,2.0,North-East,Relatively New,425.0,0,0,0,0,0,unfurnished,40
flat,signature andour heights,sector 71,0.59,8429.0,0.0,2,1,6.0,North-East,Moderately Old,639.0,0,0,0,0,0,unfurnished,82
flat,signature andour heights,sector 71,0.6,10000.0,0.0,2,1,5.0,South-West,Relatively New,557.0,0,0,0,1,0,unfurnished,74
flat,signature andour heights,sector 71,0.37,8222.0,0.0,1,2,2.0,North-East,Relatively New,450.0,0,0,0,0,0,unfurnished,81
flat,m3m woodshire,sector 107,0.9,6589.0,0.0,2,4,4.0,East,Relatively New,1236.0,0,0,0,0,0,unfurnished,26
flat,shree vardhman victoria,sector 70,1.66,14249.0,0.0,5,3,8.0,North,Relatively New,1527.0,0,1,0,0,0,unfurnished,143
flat,dlf new town heights,sector 90,2.0,7334.0,0.0,4,4,20.0,East,Moderately Old,2468.0,0,1,0,0,1,unfurnished,53
flat,shree vardhman victoria,sector 70,1.67,14384.0,1.0,5,3,5.0,North-East,Moderately Old,1527.0,0,1,0,0,0,unfurnished,137
flat,shree vardhman victoria,sector 70,1.1,8462.0,0.0,2,2,8.0,North-East,Relatively New,1444.0,0,0,0,0,0,unfurnished,143
flat,shree vardhman victoria,sector 70,1.6,8205.0,0.0,5,3,6.0,North,Relatively New,1527.0,0,1,0,0,0,unfurnished,150
flat,shree vardhman victoria,sector 70,1.07,7926.0,0.0,2,3,8.0,North,Relatively New,1222.0,1,0,0,0,0,unfurnished,150
flat,tulip violet,sector 69,1.76,8756.0,1.0,4,2,6.0,North,Relatively New,1819.0,0,0,0,0,0,unfurnished,150
flat,tulip violet,sector 69,1.55,9823.0,1.0,3,2,5.0,North-East,Relatively New,1428.0,0,0,0,1,0,unfurnished,142
flat,krrish provence estate,gwal pahari,5.5,9483.0,0.0,5,4,11.0,East,New Property,5249.0,1,1,0,1,0,unfurnished,190
flat,conscient habitat,sector 99,0.27,5602.0,0.0,2,1,8.0,South-West,Relatively New,538.0,0,0,0,0,1,unfurnished,53
flat,prime habitat,sector 99,0.26,4745.0,0.0,2,1,6.0,North-East,Relatively New,611.0,0,0,0,0,1,unfurnished,99
flat,shapoorji pallonji joyville gurugram,sector 102,1.25,9874.0,2.0,2,2,0.0,East,Relatively New,1100.0,0,0,0,0,0,unfurnished,98
flat,conscient heritage max,sector 102,2.1,9772.0,0.0,4,4,10.0,East,Relatively New,1945.0,1,1,0,0,0,unfurnished,71
flat,paras dews,sector 106,0.95,6859.0,1.0,2,4,2.0,North,Relatively New,940.0,0,0,0,0,0,semifurnished,53
flat,paras dews,sector 106,0.92,6643.0,1.0,2,4,2.0,East,Relatively New,940.0,0,0,0,0,0,unfurnished,216
flat,paras dews,sector 106,1.25,7102.0,1.0,4,4,5.0,North-East,Relatively New,1186.0,0,1,0,0,0,unfurnished,207
flat,paras dews,sector 106,0.87,9255.0,2.0,2,4,1.0,North-East,New Property,1120.0,0,0,0,0,0,unfurnished,216
flat,paras dews,sector 106,1.2,6818.0,0.0,4,4,9.0,North-East,Relatively New,1186.0,0,1,0,0,0,unfurnished,223
flat,ramprastha the edge towers,sector 37,0.8,8889.0,0.0,2,3,10.0,South-East,Relatively New,1310.0,0,0,0,0,1,unfurnished,209
flat,ramprastha the edge towers,sector 37,0.98,5537.0,1.0,3,4,5.0,North-East,Relatively New,1675.0,0,0,0,1,0,unfurnished,216
flat,la vida by tata housing,sector 113,1.32,10345.0,1.0,2,2,3.0,North-East,Relatively New,1199.0,0,0,0,0,0,unfurnished,53
flat,shri banke bihari society,sector 56,1.35,6750.0,1.0,3,3,5.0,East,Old Property,1800.0,0,0,0,0,1,semifurnished,97
flat,puri diplomatic greens,sector 111,3.45,11695.0,0.0,5,4,9.0,North-East,Relatively New,2670.0,0,1,0,0,0,unfurnished,89
flat,bestech park view grand spa,sector 81,2.4,9023.0,0.0,4,4,8.0,North,New Property,2407.0,1,1,0,0,0,semifurnished,207
flat,dlf the ultima,sector 81,3.45,12013.0,0.0,4,4,10.0,East,New Property,2599.0,0,1,0,0,0,semifurnished,205
flat,dlf the ultima,sector 81,2.25,10553.0,0.0,3,4,15.0,North-East,Relatively New,1929.0,0,1,0,0,0,semifurnished,206
flat,corona optus,sector 37,1.25,7176.0,2.0,3,3,2.0,North-West,Relatively New,1563.0,1,0,0,0,0,unfurnished,53
flat,corona optus,sector 37,1.43,7186.0,2.0,3,4,2.0,North,Relatively New,1834.0,0,1,0,0,1,unfurnished,53
flat,corona optus,sector 37,1.27,7232.0,2.0,3,3,2.0,South,Relatively New,1596.0,0,0,0,0,1,unfurnished,53
flat,corona optus,sector 37,1.43,7186.0,2.0,3,4,2.0,North-West,Relatively New,1845.0,1,1,0,0,1,unfurnished,53
flat,corona optus,sector 37,1.25,8929.0,2.0,3,3,2.0,South-East,Relatively New,1563.0,1,0,0,0,0,unfurnished,53
flat,corona optus,sector 37,1.44,7236.0,2.0,3,4,2.0,North-West,Relatively New,1789.0,1,1,0,0,1,unfurnished,53
flat,corona optus,sector 37,1.27,7204.0,2.0,3,3,2.0,South,Relatively New,1581.0,1,0,0,0,1,unfurnished,53
flat,imperia the esfera,sector 37,1.1,5405.0,0.0,4,3,9.0,West,Relatively New,1899.0,1,1,0,0,0,unfurnished,53
flat,imperia the esfera,sector 37,1.4,5385.0,0.0,5,3,9.0,North,Relatively New,2343.0,1,1,0,1,1,unfurnished,53
flat,imperia the esfera,sector 37,0.99,5455.0,0.0,4,3,9.0,North-East,Relatively New,1660.0,0,1,0,0,0,unfurnished,53
flat,imperia the esfera,sector 37,0.86,5450.0,0.0,3,3,9.0,South-East,Relatively New,1442.0,1,0,0,0,1,unfurnished,53
flat,imperia the esfera,sector 37,0.98,5399.0,0.0,4,3,9.0,South-West,Relatively New,1660.0,0,1,0,0,1,unfurnished,53
flat,imperia the esfera,sector 37,0.85,5387.0,0.0,3,3,9.0,South-East,Relatively New,1442.0,1,0,0,0,0,unfurnished,53
flat,bptp terra,sector 37,1.79,8981.0,0.0,3,3,15.0,South-West,Relatively New,1808.0,0,0,0,0,1,semifurnished,40
flat,bptp terra,sector 37,1.5,8255.0,0.0,3,3,12.0,South-West,Relatively New,1686.0,0,0,0,0,1,unfurnished,53
flat,bptp terra,sector 37,1.77,8079.0,0.0,3,3,15.0,North,Relatively New,2025.0,1,1,0,1,1,unfurnished,53
flat,bptp terra,sector 37,1.5,8283.0,0.0,3,3,17.0,North-West,Relatively New,1692.0,0,0,0,0,1,unfurnished,53
flat,bptp terra,sector 37,1.49,8107.0,0.0,3,3,20.0,North-West,Relatively New,1707.0,0,0,0,0,1,unfurnished,53
flat,bptp terra,sector 37,1.8,8215.0,0.0,3,3,18.0,North-West,Relatively New,2025.0,1,1,0,1,0,unfurnished,53
flat,ss the leaf,sector 85,1.06,6344.0,0.0,2,2,12.0,South,Relatively New,1512.0,0,0,0,0,0,unfurnished,47
flat,ss the leaf,sector 85,1.14,6433.0,0.0,2,3,16.0,South,Relatively New,1604.0,0,0,0,0,0,unfurnished,47
flat,pivotal devaan,sector 84,0.36,7595.0,0.0,2,1,9.0,West,Relatively New,531.0,0,0,1,0,0,unfurnished,98
flat,pivotal devaan,sector 84,0.34,7039.0,2.0,2,1,1.0,East,Relatively New,537.0,0,0,1,0,0,unfurnished,112
flat,pivotal devaan,sector 84,0.34,5832.0,1.0,2,1,3.0,East,Relatively New,533.0,0,0,1,0,0,unfurnished,105
flat,pivotal devaan,sector 84,0.35,7277.0,0.0,2,1,10.0,West,Relatively New,531.0,0,0,1,0,0,unfurnished,117
flat,ss the leaf,sector 85,1.05,6402.0,0.0,2,3,11.0,North-East,Relatively New,1484.0,0,0,0,0,0,unfurnished,47
flat,vatika city,sector 49,1.72,7818.0,2.0,3,2,2.0,North-East,Old Property,2444.0,0,0,0,0,0,semifurnished,182
flat,shree vardhman victoria,sector 70,1.55,7949.0,0.0,5,3,8.0,South,Relatively New,1527.0,0,1,0,0,0,unfurnished,216
flat,shree vardhman victoria,sector 70,1.5,7692.0,0.0,5,3,7.0,South,Relatively New,1527.0,0,1,0,0,0,semifurnished,210
flat,the lions cghs,sector 56,2.05,9535.0,1.0,4,3,7.0,West,Relatively New,2000.0,0,1,0,0,1,semifurnished,53
flat,mariners home,sector 56,2.11,8612.0,1.0,2,3,4.0,South,Relatively New,2250.0,0,0,0,0,1,semifurnished,169
flat,capital residences 360,sector 70,1.18,8138.0,0.0,2,3,7.0,East,New Property,1400.0,0,0,0,1,0,unfurnished,169
flat,capital residences 360,sector 70,1.15,11500.0,0.0,2,3,4.0,East,New Property,1400.0,0,0,0,1,0,unfurnished,160
flat,capital residences 360,sector 70,1.66,8401.0,0.0,3,4,8.0,East,New Property,1900.0,0,1,0,0,0,unfurnished,160
flat,capital residences 360,sector 70,1.68,8502.0,1.0,3,4,5.0,North-East,New Property,1900.0,0,1,0,0,0,unfurnished,184
flat,sobha city,sector 108,3.95,16859.0,0.0,4,2,15.0,West,Relatively New,2343.0,0,1,0,0,0,unfurnished,53
flat,emaar digihomes,sector 62,2.1,13926.0,0.0,2,3,12.0,North-East,New Property,1500.0,0,0,0,0,1,unfurnished,53
flat,capital residences 360,sector 70,1.64,8300.0,1.0,3,4,4.0,North-East,New Property,1950.0,0,1,0,0,0,unfurnished,175
flat,capital residences 360,sector 70,1.69,8553.0,0.0,3,4,8.0,North-East,New Property,1900.0,0,1,0,0,0,unfurnished,204
flat,m3m golfestate,sector 65,6.15,18287.0,0.0,3,3,23.0,North-East,Moderately Old,3027.0,1,1,0,0,0,semifurnished,72
flat,m3m golfestate,sector 65,6.1,18139.0,0.0,3,3,19.0,North-East,Moderately Old,3027.0,1,1,0,0,0,semifurnished,223
flat,dlf the primus,sector 82,1.59,10338.0,1.0,3,4,5.0,North-East,Relatively New,1668.0,0,0,0,0,1,semifurnished,204
flat,emaar mgf palm hills,sector 77,1.08,5400.0,1.0,4,4,5.0,South-West,Relatively New,1810.0,1,1,0,0,1,unfurnished,204
flat,emaar mgf palm hills,sector 77,1.09,5383.0,1.0,4,4,5.0,South,Relatively New,1833.0,0,1,0,0,1,unfurnished,204
flat,aipl club residences,sector 70,0.85,9140.0,0.0,2,2,5.0,South-East,Relatively New,842.0,0,0,0,0,0,semifurnished,82
flat,sobha city,sector 108,3.95,16859.0,0.0,5,2,15.0,North,New Property,2343.0,0,1,0,0,0,unfurnished,159
flat,sobha city,sector 108,2.5,14611.0,0.0,3,2,19.0,East,New Property,1480.0,0,0,0,0,0,unfurnished,213
flat,the lions cghs,sector 56,2.05,7885.0,1.0,4,4,6.0,South,Relatively New,2500.0,0,0,0,0,1,semifurnished,127
flat,meditech apartment,sector 56,2.45,8167.0,4.0,4,4,1.0,West,Relatively New,2900.0,0,0,0,0,1,unfurnished,155
flat,kiran residency,sector 56,1.5,7500.0,1.0,3,4,4.0,North,Relatively New,1900.0,0,1,0,0,0,semifurnished,162
flat,shree kirpalu gi sector 52,sector 52,1.45,7632.0,0.0,3,4,7.0,West,Relatively New,1800.0,0,0,0,0,1,semifurnished,146
flat,ss the leaf,sector 85,1.2,7317.0,0.0,2,3,6.0,North,Relatively New,1300.0,0,0,0,0,0,semifurnished,223
flat,emaar mgf emerald floors premier,sector 65,2.4,14545.0,1.0,3,3,3.0,East,Relatively New,1600.0,1,1,0,0,0,semifurnished,53
flat,dlf the ultima,sector 81,2.5,11726.0,0.0,3,2,20.0,West,Relatively New,1700.0,0,1,0,0,0,semifurnished,223
flat,emaar palm gardens,sector 83,1.55,9012.0,1.0,3,3,4.0,West,Relatively New,1400.0,0,1,0,0,0,semifurnished,216
flat,emaar palm gardens,sector 83,1.76,9263.0,0.0,3,3,6.0,North-West,Relatively New,1500.0,0,1,0,0,0,semifurnished,207
flat,emaar palm gardens,sector 83,1.76,9263.0,1.0,3,3,5.0,South-East,Relatively New,1600.0,0,1,0,0,0,semifurnished,217
flat,godrej frontier,sector 80,1.4,6189.0,0.0,4,2,10.0,North-West,Moderately Old,1854.0,0,0,1,1,0,unfurnished,156
flat,godrej frontier,sector 80,1.1,5705.0,0.0,3,3,8.0,North-West,Moderately Old,1580.0,0,1,0,0,0,unfurnished,156
flat,dlf the ultima,sector 81,2.45,11492.0,0.0,3,2,9.0,South-East,Relatively New,1800.0,0,1,0,0,0,semifurnished,223
flat,ireo the grand arch,sector 58,3.8,17560.0,0.0,4,1,19.0,West,Moderately Old,2164.0,0,1,0,0,0,semifurnished,209
flat,dlf park place,sector 54,5.75,24689.0,0.0,4,3,12.0,North-East,Relatively New,2329.0,0,1,0,0,0,semifurnished,216
flat,dlf the belaire,sector 54,10.0,24558.0,0.0,5,4,17.0,North,Moderately Old,3000.0,0,1,0,0,0,semifurnished,209
flat,suncity platinum towers,sector 28,6.2,23091.0,0.0,4,4,21.0,South,Relatively New,2000.0,0,1,0,0,0,semifurnished,197
flat,emaar palm gardens,sector 83,1.75,9211.0,0.0,3,3,6.0,West,Relatively New,1600.0,0,1,0,0,0,semifurnished,186
flat,dlf the ultima,sector 81,2.4,11257.0,0.0,3,2,10.0,North-West,Relatively New,1800.0,0,1,0,0,0,semifurnished,217
flat,emaar palm gardens,sector 83,1.75,9211.0,0.0,3,3,6.0,East,Relatively New,1600.0,0,1,0,0,0,semifurnished,217
flat,godrej frontier,sector 80,1.4,6189.0,0.0,4,2,6.0,South,Moderately Old,1922.0,0,1,0,1,0,unfurnished,156
flat,ramsons kshitij,sector 95,0.17,544.0,0.0,1,1,12.0,North-East,Relatively New,3569.0,0,0,0,0,0,unfurnished,63
flat,rof ananda,sector 95,0.2,5464.0,0.0,1,1,10.0,West,Relatively New,407.0,0,0,0,0,0,unfurnished,100
flat,chd avenue,sector 71,1.2,7407.0,1.0,3,3,4.0,North,Relatively New,1466.0,0,0,0,0,1,unfurnished,53
flat,shapoorji pallonji joyville gurugram,sector 102,1.26,10370.0,0.0,2,3,7.0,East,Relatively New,1100.0,0,0,0,0,0,semifurnished,53
flat,indiabulls centrum park,sector 103,1.34,7486.0,0.0,3,4,13.0,South-East,Relatively New,1560.0,1,0,0,0,0,unfurnished,125
flat,ats triumph,sector 104,2.5,7937.0,0.0,4,4,14.0,North-East,New Property,2851.0,0,1,0,0,0,unfurnished,26
flat,puri diplomatic greens,sector 111,3.7,12542.0,0.0,5,4,12.0,South-East,Relatively New,2650.0,0,1,0,0,0,semifurnished,192
flat,hsiidc sidco shivalik apartments,manesar,0.6,4000.0,1.0,2,2,5.0,South-East,Moderately Old,1277.0,0,0,0,0,0,unfurnished,111
flat,alpha corp gurgaonone,sector 84,2.2,6407.0,0.0,4,4,15.0,South-West,Relatively New,3108.0,0,1,0,0,0,unfurnished,121
flat,dlf the belaire,sector 54,7.0,23333.0,0.0,6,4,12.0,East,Moderately Old,2715.0,0,1,1,1,0,semifurnished,150
flat,ats triumph,sector 104,2.6,8254.0,0.0,4,4,12.0,South,Relatively New,2851.0,0,1,0,0,0,unfurnished,146
flat,mahindra luminare,sector 59,5.8,19174.0,0.0,4,3,16.0,North-East,New Property,3361.0,0,1,0,0,0,unfurnished,53
flat,shree vardhman victoria,sector 70,1.8,9231.0,0.0,3,4,10.0,North-East,New Property,1765.0,0,0,0,0,1,semifurnished,53
flat,m3m skywalk,sector 74,1.4,9831.0,0.0,2,2,17.0,North-East,New Property,1289.0,0,0,0,0,0,unfurnished,209
flat,ss the leaf,sector 85,2.05,7290.0,1.0,4,4,4.0,North-East,Relatively New,2500.0,0,1,0,0,0,semifurnished,53
flat,ss the leaf,sector 85,1.17,6720.0,0.0,3,3,10.0,South-East,Relatively New,1550.0,0,0,0,0,1,unfurnished,53
flat,dlf the skycourt,sector 86,1.58,8191.0,0.0,3,1,16.0,North,Relatively New,1750.0,0,0,0,1,0,semifurnished,198
flat,dlf regal gardens,sector 90,1.25,8117.0,0.0,3,3,8.0,South-East,Relatively New,1640.0,0,0,0,1,0,unfurnished,201
flat,rof ananda,sector 95,0.37,5745.0,0.0,2,1,6.0,South-East,Relatively New,716.0,0,0,0,1,0,unfurnished,87
flat,rof ananda,sector 95,0.38,5901.0,2.0,2,1,2.0,South-East,Relatively New,716.0,0,0,0,1,0,semifurnished,81
flat,rof ananda,sector 95,0.32,5829.0,0.0,2,1,9.0,North,Relatively New,610.0,0,0,0,1,0,unfurnished,87
flat,rof ananda,sector 95,0.32,5735.0,0.0,2,1,10.0,North,Relatively New,610.0,0,0,0,1,0,unfurnished,66
flat,rof ananda,sector 95,0.2,5464.0,0.0,1,1,9.0,South-West,Relatively New,407.0,0,0,0,1,0,unfurnished,61
flat,rof ananda,sector 95,0.2,5602.0,0.0,1,1,2.0,South-West,Relatively New,407.0,0,0,0,1,0,unfurnished,68
flat,mapsko royale ville,sector 82,1.22,7176.0,0.0,5,4,10.0,South-West,Relatively New,2000.0,0,1,0,1,0,semifurnished,93
flat,spaze privy at,sector 84,1.35,9643.0,0.0,3,3,7.0,South-East,Relatively New,1750.0,0,0,0,1,0,unfurnished,106
flat,signature andour heights,sector 71,0.55,8607.0,0.0,2,1,7.0,South-East,Relatively New,600.0,0,0,0,0,0,unfurnished,27
flat,sare homes,sector 92,1.12,5359.0,0.0,4,2,12.0,North-West,Relatively New,2322.0,0,1,0,0,0,unfurnished,113
flat,sare homes,sector 92,1.1,5348.0,1.0,4,3,4.0,North-West,Relatively New,2285.0,0,1,0,0,0,unfurnished,136
flat,sare homes,sector 92,0.68,5239.0,0.0,3,2,11.0,North-West,Relatively New,1442.0,0,0,0,1,0,unfurnished,118
flat,sare homes,sector 92,1.19,5219.0,0.0,3,3,14.0,North,Relatively New,2533.0,0,1,0,0,0,unfurnished,129
flat,suncity avenue,sector 102,0.47,8935.0,0.0,2,1,5.0,South-East,Relatively New,582.0,0,0,1,0,0,semifurnished,177
flat,ats kocoon,sector 109,2.95,10351.0,1.0,4,4,7.0,South-East,Relatively New,3150.0,0,1,1,0,0,semifurnished,201
flat,bestech park view residency,sector 2,0.98,6262.0,0.0,2,3,14.0,South-West,Moderately Old,1416.0,1,0,0,0,0,unfurnished,125
flat,bestech park view residency,sector 2,1.55,8073.0,0.0,4,4,10.0,East,Moderately Old,1738.0,0,1,0,0,0,unfurnished,132
flat,bestech park view residency,sector 2,1.01,7138.0,2.0,2,3,0.0,East,Moderately Old,1281.0,0,0,0,0,0,unfurnished,125
flat,bestech park view residency,sector 2,1.51,7889.0,0.0,4,4,8.0,West,Moderately Old,1738.0,0,1,0,0,0,unfurnished,125
flat,bestech park view residency,sector 2,1.4,7865.0,0.0,3,4,8.0,South-West,Moderately Old,1611.0,0,0,0,0,0,unfurnished,125
flat,bestech park view residency,sector 2,1.59,8281.0,0.0,4,4,11.0,North-West,Moderately Old,1738.0,0,1,0,0,0,unfurnished,132
flat,bestech park view residency,sector 2,0.56,8629.0,0.0,2,2,7.0,North-East,Moderately Old,723.0,0,0,0,0,0,unfurnished,118
flat,conscient heritage max,sector 102,2.0,9307.0,0.0,4,4,13.0,North-East,Relatively New,1900.0,1,1,0,0,0,unfurnished,223
flat,emaar gurgaon greens,sector 102,1.35,10800.0,0.0,4,4,9.0,North-East,Relatively New,1400.0,0,1,0,1,0,unfurnished,216
flat,bptp amstoria,sector 102,1.9,8444.0,3.0,3,4,1.0,North-East,Relatively New,2500.0,0,1,0,0,0,unfurnished,216
flat,conscient heritage max,sector 102,1.7,11333.0,0.0,4,4,8.0,North-East,Relatively New,1700.0,0,1,0,1,0,unfurnished,216
flat,paras dews,sector 106,1.15,7419.0,0.0,3,3,11.0,North-East,Relatively New,1650.0,0,1,0,1,0,unfurnished,216
flat,ss the coralwood,sector 84,1.1,5820.0,0.0,3,4,12.0,East,Moderately Old,1710.0,0,0,0,0,0,semifurnished,125
flat,emaar gurgaon greens,sector 102,1.3,7879.0,1.0,3,3,4.0,East,Relatively New,1315.0,0,1,0,0,0,semifurnished,142
flat,ireo the grand arch,sector 58,4.85,16934.0,0.0,5,3,23.0,North-West,Relatively New,3182.0,1,1,0,1,1,semifurnished,53
flat,ireo the grand arch,sector 58,2.2,16000.0,0.0,2,1,5.0,East,Relatively New,1528.0,0,0,0,1,0,unfurnished,53
flat,experion the heartsong,sector 108,1.25,9259.0,3.0,3,3,1.0,South-East,Relatively New,1500.0,0,1,0,1,0,unfurnished,216
flat,experion the heartsong,sector 108,1.55,7738.0,0.0,3,4,7.0,North-East,Relatively New,1750.0,0,1,0,1,0,semifurnished,223
