property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
house,unitech uniworld resorts,sector 33,8.0,11429.0,2.0,4,4,2.0,West,Old Property,6997.0,1,1,1,1,0,unfurnished,91
house,vipul tatvam villa,sector 48,5.75,22184.0,2.0,4,2,2.0,West,Moderately Old,2592.0,0,1,0,0,0,unfurnished,30
house,unitech espace,sector 50,9.8,30247.0,2.0,4,3,2.0,North-West,Moderately Old,3240.0,0,1,0,0,0,unfurnished,23
house,independent,sector 2,4.95,20370.0,2.0,5,4,3.0,West,Relatively New,2429.0,0,1,0,0,0,unfurnished,104
house,emaar mgf marbella,sector 66,19.0,31667.0,2.0,6,4,3.0,North-East,Relatively New,6666.0,0,1,1,1,0,semifurnished,137
house,independent,sector 2,4.99,18887.0,1.0,4,4,3.0,North,Moderately Old,2429.0,0,1,1,1,0,unfurnished,56
house,independent,sector 27,4.25,31481.0,2.0,5,4,3.0,East,Relatively New,1350.0,0,1,0,1,0,semifurnished,53
house,independent,sector 43,9.5,42222.0,2.0,5,4,2.0,North-East,Relatively New,2250.0,0,1,0,1,0,semifurnished,91
house,independent,sector 25,16.0,59259.0,4.0,16,4,4.0,West,New Property,2700.0,1,1,1,1,0,furnished,74
house,independent,sector 27,8.25,45833.0,3.0,12,4,4.0,East,New Property,1800.0,0,1,0,1,0,semifurnished,44
house,bptp visionnaire,sector 70,4.7,18008.0,1.0,4,4,3.0,North-East,New Property,2609.0,0,0,0,0,1,unfurnished,34
house,independent,sector 31,4.25,26235.0,2.0,5,4,3.0,North-East,Moderately Old,1620.0,0,0,1,1,0,semifurnished,59
house,independent,sector 24,4.5,33333.0,2.0,8,4,4.0,East,Relatively New,1350.0,0,1,1,0,0,semifurnished,59
house,tata primanti,sector 72,8.6,12286.0,1.0,5,4,3.0,East,Relatively New,7000.0,0,0,0,0,0,semifurnished,35
house,unitech uniworld resorts,sector 33,9.55,19293.0,3.0,7,4,2.0,East,Relatively New,4948.0,1,1,1,1,0,semifurnished,142
house,eldeco mansionz,sector 48,4.95,20599.0,4.0,7,4,2.0,South,Old Property,2402.0,1,1,1,1,0,semifurnished,168
house,eldeco mansionz,sector 48,5.0,21368.0,4.0,7,3,2.0,North-East,Moderately Old,2339.0,0,0,0,0,0,semifurnished,44
house,eldeco mansionz,sector 48,4.75,20299.0,4.0,7,3,2.0,North-East,Moderately Old,2339.0,1,0,0,0,0,semifurnished,38
house,malibu towne,sector 47,1.15,41818.0,2.0,3,3,2.0,North-East,Old Property,275.0,0,0,0,0,0,semifurnished,38
house,international city by sobha phase 1,sector 109,6.0,9634.0,2.0,5,3,2.0,North-East,Moderately Old,6226.0,0,0,0,0,0,unfurnished,96
house,ansals palam vihar,sector 2,9.0,19231.0,2.0,5,2,2.0,North,Old Property,4678.0,1,1,1,1,0,semifurnished,137
house,independent,sector 57,3.6,20833.0,2.0,4,2,2.0,South,Old Property,1728.0,1,1,1,1,0,unfurnished,137
house,independent,sector 26,9.0,33333.0,2.0,5,2,3.0,South-West,Old Property,2699.0,1,1,1,1,0,unfurnished,137
house,independent,sector 43,2.2,6875.0,2.0,12,4,6.0,North,New Property,3199.0,0,1,0,0,0,semifurnished,49
house,independent,sector 4,3.3,14667.0,3.0,3,2,1.0,North-East,Old Property,2249.0,0,0,0,0,0,semifurnished,41
house,independent,sector 5,3.5,14787.0,2.0,4,2,2.0,North,Old Property,2366.0,0,0,0,1,1,unfurnished,41
house,independent,sector 4,2.35,16319.0,2.0,4,2,2.0,East,Old Property,1439.0,0,0,0,1,0,semifurnished,55
house,independent,sector 26,18.25,73000.0,2.0,9,4,4.0,East,Relatively New,11110.0,1,1,1,1,0,unfurnished,76
house,independent,sector 43,5.3,27390.0,3.0,9,4,3.0,East,Moderately Old,1935.0,0,1,0,0,0,furnished,84
house,sushant lok 1 builder floors,sector 43,6.25,30728.0,2.0,7,4,3.0,North,Moderately Old,2033.0,1,1,1,0,0,unfurnished,55
house,dlf city plots phase 2,sector 25,6.3,35000.0,2.0,4,4,2.0,East,Old Property,1800.0,0,1,1,0,0,unfurnished,90
house,dlf city phase 1,sector 26,5.5,30556.0,2.0,4,4,2.0,East,Moderately Old,1800.0,0,0,1,1,0,semifurnished,53
house,independent,sector 28,11.75,41315.0,1.0,5,4,4.0,East,Relatively New,2843.0,1,1,1,0,0,furnished,54
house,dlf pink town house,sector 24,1.9,3786.0,3.0,9,4,3.0,North,Relatively New,5018.0,0,0,0,0,1,semifurnished,27
house,unitech escape,sector 50,10.8,60000.0,2.0,4,3,2.0,North,Relatively New,1800.0,1,1,1,1,0,semifurnished,120
house,vipul tatvam villa,sector 48,6.4,24691.0,2.0,4,3,2.0,North,Relatively New,2592.0,1,1,1,0,0,semifurnished,167
house,independent,sector 48,5.5,23504.0,2.0,4,2,2.0,North,Relatively New,2339.0,0,1,0,0,0,semifurnished,32
house,rwa sector 46,sector 46,3.5,21605.0,2.0,4,2,2.0,South-East,Relatively New,1620.0,0,0,0,1,0,semifurnished,28
house,independent,sector 41,4.25,26235.0,2.0,9,4,4.0,North,Moderately Old,1620.0,1,1,0,0,0,semifurnished,47
house,independent,sector 38,4.0,21786.0,2.0,6,4,4.0,North-East,Old Property,1836.0,1,1,0,1,1,furnished,152
house,arjun marg/ sector- 26 phase- 1/ golf course road,sector 26,31.5,35000.0,2.0,9,4,3.0,North-East,Moderately Old,8997.0,1,1,1,1,0,semifurnished,93
house,vatika independent floors,sector 82,1.4,8235.0,1.0,3,2,3.0,North-West,New Property,1699.0,0,0,0,1,0,semifurnished,74
house,vatika signature villas,sector 82,5.0,15432.0,1.0,4,4,3.0,East,Relatively New,3239.0,0,1,1,1,0,unfurnished,23
house,independent,sector 26,17.0,37627.0,2.0,5,4,2.0,North-East,Relatively New,4516.0,1,1,1,1,0,semifurnished,129
house,sushant lok 1 builder floors,sector 43,1.65,30556.0,1.0,4,4,4.0,West,Moderately Old,540.0,0,0,0,0,1,semifurnished,61
house,the laburnum,sector 43,11.0,27160.0,2.0,6,4,3.0,East,New Property,4050.0,0,1,0,1,0,semifurnished,189
house,independent,sector 25,11.0,35530.0,2.0,5,4,2.0,East,Relatively New,3095.0,1,1,1,1,0,semifurnished,28
house,eros rosewood city,sector 49,3.75,22046.0,2.0,3,1,2.0,South,Old Property,1701.0,0,0,0,1,0,semifurnished,6
house,ansal sushant lok 2,sector 56,3.4,22222.0,3.0,6,4,2.0,West,Moderately Old,1530.0,0,0,0,0,0,semifurnished,32
house,independent,sector 26,4.5,33333.0,2.0,3,2,2.0,West,Old Property,1350.0,0,0,0,1,0,semifurnished,70
house,independent,sector 43,5.25,27132.0,2.0,4,2,2.0,West,Old Property,1935.0,1,1,0,0,0,semifurnished,83
house,independent,sector 24,6.5,22855.0,2.0,4,2,2.0,East,Old Property,2843.0,0,0,0,1,0,semifurnished,41
house,unitech espace,sector 50,11.0,40741.0,2.0,4,4,2.0,North,Moderately Old,2700.0,0,1,0,0,0,semifurnished,98
house,unitech espace,sector 50,7.5,34722.0,2.0,3,2,2.0,West,Moderately Old,2160.0,0,1,0,0,0,semifurnished,75
house,independent,sector 25,9.9,29333.0,2.0,5,2,2.0,South-East,Moderately Old,3374.0,0,0,0,1,0,semifurnished,121
house,uppal southend,sector 49,6.75,32328.0,1.0,4,3,3.0,West,Relatively New,2088.0,0,1,0,0,0,furnished,24
house,uppal southend,sector 49,3.75,25562.0,2.0,6,4,3.0,East,Moderately Old,1467.0,1,0,0,0,0,semifurnished,24
house,independent,sector 14,6.4,20317.0,2.0,6,4,3.0,North,Old Property,3150.0,0,0,0,0,1,unfurnished,38
house,independent,sector 14,3.5,18088.0,3.0,4,2,2.0,West,Old Property,1935.0,0,0,0,0,1,semifurnished,32
house,vatika signature villas,sector 82,4.7,21759.0,1.0,3,4,3.0,East,New Property,2159.0,0,1,0,0,0,unfurnished,37
house,independent,sector 14,7.5,16600.0,3.0,3,2,1.0,West,Old Property,4516.0,1,1,0,1,0,semifurnished,32
house,vipul tatvam villa,sector 48,5.5,21219.0,2.0,6,2,2.0,North,Moderately Old,2591.0,0,1,0,0,1,semifurnished,121
house,vipul tatvam villa,sector 48,7.65,19125.0,2.0,4,3,2.0,North-East,Moderately Old,4000.0,1,1,0,0,1,unfurnished,53
house,eldeco mansionz,sector 48,5.15,18885.0,2.0,7,3,2.0,East,Moderately Old,2727.0,0,1,0,1,0,semifurnished,165
house,ss aaron ville,sector 49,6.75,15000.0,2.0,4,2,2.0,North,New Property,4500.0,0,0,0,0,1,unfurnished,53
house,independent,sector 25,10.0,37037.0,2.0,5,4,3.0,East,Moderately Old,9500.0,0,1,0,1,0,semifurnished,35
house,independent,sector 17,8.5,18814.0,2.0,4,2,2.0,West,Old Property,4518.0,1,1,0,1,0,semifurnished,26
house,uppal southend,sector 49,6.75,32328.0,4.0,12,4,3.0,North,Moderately Old,2087.0,1,1,0,1,1,furnished,53
house,independent,sector 17,9.5,23457.0,3.0,8,3,3.0,West,Relatively New,4050.0,1,0,0,0,0,semifurnished,32
house,independent,sector 14,5.5,16975.0,2.0,4,2,2.0,East,Old Property,3240.0,1,0,0,0,0,unfurnished,32
house,independent,sector 14,6.46,18889.0,2.0,5,2,3.0,East,Moderately Old,3420.0,1,1,0,1,0,semifurnished,32
house,independent,sector 28,10.5,32407.0,2.0,6,4,3.0,North,New Property,3239.0,1,1,0,1,0,furnished,166
house,international city by sobha phase 2,sector 109,6.44,26502.0,1.0,5,4,3.0,North-East,New Property,2429.0,1,1,1,1,0,unfurnished,152
house,independent,sector 56,7.5,23148.0,3.0,8,4,3.0,North-East,Relatively New,3239.0,1,1,0,1,0,furnished,40
house,unitech aspen greens,sector 50,7.0,32407.0,2.0,4,2,2.0,East,Old Property,2159.0,0,1,0,0,0,unfurnished,32
house,independent,sector 28,11.0,33951.0,4.0,13,4,3.0,East,Relatively New,3239.0,1,1,0,1,0,furnished,115
house,ss aaron ville,sector 49,6.5,18808.0,2.0,5,2,2.0,North-East,Relatively New,3455.0,1,1,0,1,0,semifurnished,25
house,unitech nirvana birch court,sector 50,6.8,31481.0,2.0,4,4,2.0,South-East,Old Property,2159.0,1,1,0,1,0,unfurnished,126
house,international city by sobha phase 1,sector 109,6.75,10838.0,2.0,4,4,2.0,North-East,New Property,6226.0,0,1,0,1,0,unfurnished,143
house,vipul tatvam villa,sector 48,7.8,23145.0,2.0,4,4,2.0,North-East,Relatively New,3239.0,1,1,1,1,0,semifurnished,171
house,international city by sobha phase 2,sector 109,6.5,12037.0,4.0,4,4,1.0,North-East,New Property,5398.0,0,1,0,0,0,semifurnished,189
house,unitech uniworld resorts,sector 33,8.5,17820.0,2.0,5,4,3.0,North,New Property,4768.0,1,1,1,1,0,semifurnished,165
house,rwa sector 46,sector 46,4.5,24390.0,2.0,6,4,3.0,North-East,Moderately Old,1845.0,0,0,1,0,0,semifurnished,92
house,independent,sector 26,4.45,35178.0,1.0,4,3,3.0,West,Old Property,1265.0,0,0,0,0,0,semifurnished,35
house,sector 57 huda,sector 57,3.8,26063.0,2.0,8,4,4.0,East,Relatively New,1458.0,0,0,1,1,0,semifurnished,106
house,sector 38 rwa,sector 38,1.4,23932.0,2.0,8,3,4.0,East,Moderately Old,62.0,0,0,0,0,1,semifurnished,44
house,unitech uniworld resorts,sector 33,11.5,24573.0,1.0,6,4,4.0,East,Relatively New,4678.0,0,1,0,0,0,semifurnished,96
house,huda,sector 38,3.5,24005.0,2.0,2,3,2.0,East,Moderately Old,1458.0,0,0,1,0,0,semifurnished,98
house,nirvana cedar crest,sector 50,7.1,32870.0,2.0,4,3,2.0,East,Moderately Old,2160.0,1,0,1,1,0,semifurnished,128
house,independent,sector 25,9.5,33404.0,3.0,9,4,3.0,North-West,Old Property,2843.0,0,0,0,0,1,unfurnished,91
house,unitech uniworld resorts,sector 33,11.75,23240.0,2.0,7,4,3.0,East,Relatively New,4516.0,0,1,0,0,0,unfurnished,80
house,independent,sector 26,4.0,29630.0,2.0,4,3,2.0,North,Old Property,1350.0,0,0,1,0,0,unfurnished,43
house,ardee city,sector 52,2.25,16071.0,1.0,3,3,4.0,South-East,New Property,1800.0,0,1,0,0,0,semifurnished,22
house,independent,sector 28,12.5,51440.0,4.0,17,4,4.0,South,Relatively New,2429.0,1,1,0,1,1,semifurnished,160
house,unitech uniworld resorts,sector 33,11.0,26667.0,2.0,6,3,3.0,East,New Property,4498.0,1,1,0,0,0,unfurnished,67
house,sector 38 rwa,sector 38,4.3,28782.0,3.0,9,4,3.0,East,Relatively New,1494.0,0,0,0,1,1,semifurnished,47
house,unitech espace,sector 50,7.45,34491.0,1.0,4,3,3.0,East,Old Property,4500.0,0,1,0,0,0,semifurnished,75
house,unitech espace,sector 50,7.42,34352.0,2.0,4,3,2.0,West,Old Property,3200.0,0,0,0,0,0,semifurnished,114
house,dlf city phase 1,sector 26,9.25,47804.0,3.0,12,4,4.0,North-East,New Property,7000.0,0,1,0,1,0,semifurnished,46
house,independent,sector 23,1.2,6231.0,1.0,2,2,3.0,East,New Property,1500.0,0,0,0,0,0,unfurnished,90
house,independent,sector 47,6.09,33665.0,3.0,11,4,4.0,West,Moderately Old,1809.0,0,0,0,1,0,semifurnished,47
house,independent,sector 55,5.0,44444.0,2.0,9,4,5.0,East,New Property,1125.0,0,0,0,0,1,semifurnished,47
house,iffco nagar and 17b rwa,sector 17,2.98,20566.0,2.0,6,4,3.0,East,Relatively New,1449.0,1,0,0,1,0,unfurnished,95
house,huda floor,sector 38,4.0,22222.0,4.0,9,4,2.0,East,Relatively New,4800.0,0,0,1,1,0,semifurnished,173
house,independent,sector 46,2.4,26667.0,1.0,4,3,3.0,East,Moderately Old,900.0,0,0,1,0,0,semifurnished,53
house,independent,sector 57,3.15,20349.0,2.0,4,4,2.0,North-East,Moderately Old,1548.0,0,0,1,0,0,semifurnished,66
house,independent,sector 46,4.25,23148.0,2.0,4,2,3.0,North-East,Moderately Old,1836.0,0,0,1,0,0,furnished,58
house,independent,sector 40,5.0,21124.0,3.0,9,4,3.0,South-East,Relatively New,2366.0,0,0,0,1,0,furnished,68
house,independent,sector 46,2.2,24202.0,1.0,3,2,3.0,North-West,Old Property,909.0,0,0,1,0,0,semifurnished,59
house,independent,sector 31,3.5,24155.0,2.0,3,3,2.0,South-West,Moderately Old,1449.0,0,0,1,0,0,furnished,88
house,independent,sector 46,5.65,23870.0,3.0,6,4,3.0,South-West,Moderately Old,2366.0,0,1,0,0,0,furnished,69
house,independent,sector 46,3.55,24500.0,2.0,4,4,3.0,North-West,Moderately Old,1449.0,0,1,0,0,0,furnished,71
house,independent,sector 46,3.6,24845.0,2.0,5,4,3.0,South-East,Moderately Old,1449.0,0,1,0,0,0,furnished,76
house,independent,sector 55,3.1,20026.0,2.0,4,4,2.0,North-East,Moderately Old,1548.0,0,1,1,0,0,furnished,61
house,independent,sector 57,4.75,28788.0,2.0,3,3,2.0,North-West,Moderately Old,1650.0,0,0,1,0,0,semifurnished,109
house,dlf city phase 1,sector 26,5.5,30556.0,2.0,4,3,2.0,North-East,Moderately Old,1800.0,1,1,0,1,0,semifurnished,83
house,dlf city plots phase 2,sector 25,4.25,31481.0,2.0,2,3,2.0,North,Old Property,1350.0,1,0,0,0,0,unfurnished,41
house,dlf city phase 1,sector 26,4.5,33333.0,2.0,3,2,2.0,East,Moderately Old,1350.0,1,1,0,0,0,semifurnished,75
house,dlf city phase 1,sector 26,3.25,33129.0,2.0,3,3,2.0,West,Old Property,981.0,1,0,0,0,0,semifurnished,85
flat,maa bhagwati residency,sector 7,0.45,5000.0,0.0,2,1,4.0,West,Relatively New,1000.0,0,0,0,0,0,unfurnished,34
flat,apna enclave,sector 3,0.5,7692.0,2.0,2,1,1.0,West,Old Property,722.0,0,0,0,0,0,unfurnished,33
flat,tulsiani easy in homes,sohna road,0.4,6723.0,0.0,2,3,12.0,East,New Property,661.0,0,0,0,0,0,unfurnished,57
flat,smart world orchard,sector 61,1.47,12250.0,1.0,2,2,2.0,East,Under Construction,1333.0,1,0,0,0,0,unfurnished,93
flat,parkwood westend,sector 92,0.7,5204.0,0.0,2,3,5.0,East,Under Construction,1217.0,1,0,0,0,0,unfurnished,0
flat,signature global infinity mall,sector 36,0.41,6269.0,1.0,2,3,3.0,North,New Property,654.0,0,0,0,0,0,unfurnished,0
flat,the cocoon,dwarka expressway,2.0,13333.0,1.0,3,3,5.0,East,New Property,1358.0,0,0,0,0,0,unfurnished,0
flat,ats triumph,sector 104,1.8,7860.0,0.0,4,3,14.0,East,New Property,2544.0,0,0,0,0,0,unfurnished,84
flat,vatika xpressions,sector 88,1.1,8148.0,1.0,4,4,2.0,North-East,Under Construction,1350.0,1,0,0,0,0,unfurnished,70
flat,raheja revanta,sector 78,4.75,16886.0,0.0,3,2,31.0,East,Under Construction,2813.0,0,1,0,0,0,unfurnished,108
flat,signature global city 81,sector 81,0.96,9766.0,2.0,2,2,1.0,East,Under Construction,1194.0,0,0,0,0,0,unfurnished,53
flat,hcbs sports ville,sohna road,0.29,5588.0,0.0,2,1,4.0,East,Relatively New,577.0,0,0,0,0,0,unfurnished,47
flat,supertech araville,sector 79,1.35,6941.0,1.0,3,3,4.0,East,Relatively New,2161.0,0,0,0,0,0,unfurnished,0
flat,godrej,sector 33,0.95,6859.0,1.0,2,4,3.0,South-East,Under Construction,1253.0,0,0,0,0,0,unfurnished,0
flat,shree vardhman flora,sector 90,0.7,5385.0,0.0,2,3,13.0,East,New Property,1176.0,1,0,0,0,0,unfurnished,20
flat,sobha city,sector 108,3.95,16859.0,0.0,5,3,25.0,East,Relatively New,2343.0,0,0,0,0,0,unfurnished,64
flat,senate court,sector 62,0.9,14085.0,1.0,1,0,0.0,East,Relatively New,639.0,0,0,0,0,0,unfurnished,0
flat,shapoorji pallonji joyville gurugram,sector 102,1.05,11475.0,2.0,2,2,0.0,North-East,Under Construction,1017.0,0,0,0,0,0,unfurnished,53
flat,central park flower valley,sector 33,2.2,10476.0,0.0,3,3,12.0,North-East,New Property,1900.0,0,1,0,0,0,unfurnished,53
flat,smart world gems,sector 89,1.01,9157.0,0.0,2,2,4.0,East,Under Construction,1225.0,1,0,0,0,0,unfurnished,57
flat,bestech altura,sector 79,1.85,8605.0,0.0,4,4,11.0,North,New Property,1946.0,0,1,0,0,0,unfurnished,53
flat,smart world gems,sector 89,0.86,7797.0,0.0,3,3,4.0,East,Under Construction,998.0,0,0,0,0,0,unfurnished,66
flat,emaar imperial gardens,sector 102,1.85,9136.0,3.0,3,4,0.0,South-West,Relatively New,2250.0,0,1,0,0,0,semifurnished,112
flat,la vida by tata housing,sector 113,2.85,12855.0,0.0,3,4,10.0,East,New Property,2006.0,0,1,0,0,0,unfurnished,83
flat,the serenas,sector 36,0.42,7910.0,1.0,2,1,3.0,North,New Property,590.0,0,0,0,0,0,unfurnished,0
flat,m3m golfestate,sector 65,6.15,18331.0,0.0,4,2,20.0,North-East,Relatively New,3355.0,0,0,0,0,0,unfurnished,60
flat,central park resort belgravia residences,sector 48,6.25,24300.0,1.0,5,4,5.0,South-East,Moderately Old,3200.0,0,1,0,0,0,furnished,53
flat,apex builders,sector 37,0.42,5600.0,0.0,2,2,4.0,North,Relatively New,833.0,0,0,0,0,0,unfurnished,46
flat,godrej habitat,sector 3,1.35,12784.0,0.0,2,0,4.0,North-East,Relatively New,1056.0,0,0,0,0,0,unfurnished,54
flat,ompee k s residency,sector 110,1.6,26936.0,2.0,2,2,1.0,East,Relatively New,73.0,0,0,0,0,0,unfurnished,0
flat,bhawna cghs,sector 43,3.25,10156.0,0.0,4,4,12.0,North-East,Moderately Old,3114.0,0,0,0,1,0,semifurnished,150
flat,adani aangan arcade,sector 88,0.45,7188.0,0.0,2,1,8.0,East,New Property,695.0,0,0,0,0,0,unfurnished,19
flat,sare green parc,sector 92,0.85,6538.0,0.0,2,2,20.0,East,Relatively New,1300.0,0,0,0,0,0,unfurnished,0
flat,shree vardhman flora,sector 90,0.75,5769.0,0.0,2,3,8.0,North-East,Relatively New,1444.0,0,0,0,0,0,unfurnished,67
flat,supertech hues,sector 68,0.82,6949.0,0.0,2,4,21.0,East,Under Construction,1068.0,0,0,0,0,1,unfurnished,96
flat,chintels paradiso,sector 109,1.8,8867.0,3.0,3,2,0.0,East,Moderately Old,1910.0,0,1,0,0,0,unfurnished,93
flat,breez global hill view,sohna road,0.3,5405.0,0.0,2,2,6.0,North-East,New Property,605.0,0,0,0,0,0,unfurnished,130
flat,ild greens,sector 37,0.78,5714.0,2.0,2,3,1.0,North,Moderately Old,1068.1,0,0,0,0,0,semifurnished,125
flat,ansal sushant lok ci,sector 43,2.0,15152.0,3.0,3,2,1.0,North,Old Property,1467.0,0,1,0,0,0,unfurnished,12
flat,ashiana mulberry,sohna road,0.74,6198.0,0.0,2,4,12.0,North-West,New Property,1344.0,0,0,0,0,0,unfurnished,78
flat,godrej meridien,sector 106,3.2,16000.0,0.0,3,4,6.0,North-East,Under Construction,2224.0,0,1,0,0,0,unfurnished,53
flat,mapsko casa bella,sector 82,1.3,6379.0,4.0,4,4,1.0,North,Relatively New,1774.0,0,1,0,0,0,unfurnished,157
flat,signature global park,sohna road,0.95,7845.0,3.0,2,4,1.0,East,Relatively New,1210.723472,0,0,0,0,0,unfurnished,57
flat,dlf new town heights,sector 90,1.99,7297.0,0.0,4,4,9.0,East,Relatively New,3030.0,0,1,0,1,0,semifurnished,131
flat,paras dews,sector 106,1.05,7581.0,0.0,2,2,5.0,West,New Property,1539.0,0,0,0,0,0,unfurnished,132
flat,godrej air,sector 85,1.83,10005.0,0.0,3,4,18.0,East,Under Construction,2032.0,0,0,0,0,0,unfurnished,126
flat,dlf the primus,sector 82,2.25,10714.0,0.0,3,4,29.0,East,Relatively New,2333.0,0,1,0,0,0,semifurnished,84
flat,emaar mgf emerald floors premier,sector 65,2.8,16970.0,1.0,3,4,3.0,North-East,Relatively New,1650.0,1,1,0,0,0,unfurnished,64
flat,dlf regency park,sector 28,1.6,14545.0,1.0,2,2,3.0,North,Relatively New,1222.0,0,0,0,0,0,unfurnished,77
flat,supertech araville,sector 79,0.83,5425.0,0.0,2,3,5.0,North-East,New Property,1700.0,1,0,0,0,0,unfurnished,53
flat,signature global park,sohna road,0.83,7411.0,3.0,2,2,1.0,East,New Property,1244.0,0,0,0,0,0,unfurnished,31
flat,maxworth city residences,sector 10,0.8,6400.0,0.0,3,2,9.0,East,New Property,1389.0,0,0,0,0,0,unfurnished,56
flat,deepak minda,manesar,1.25,4715.0,1.0,4,4,6.0,East,Moderately Old,2945.0,0,0,0,0,0,semifurnished,47
flat,pivotal devaan,sector 84,0.3,6667.0,0.0,1,1,14.0,East,New Property,500.0,0,0,0,0,0,unfurnished,20
flat,unitech the residences,sector 33,1.55,9873.0,3.0,4,1,1.0,South,Relatively New,1421.0,0,1,0,0,0,semifurnished,40
flat,chd avenue,sector 71,0.79,6594.0,0.0,2,2,8.0,South-East,Relatively New,1084.0,0,0,0,0,1,unfurnished,0
flat,silverglades the melia,sohna road,1.01,6999.0,0.0,2,3,12.0,East,Under Construction,1184.0,1,0,0,0,0,unfurnished,112
flat,sare crescent parc royal greens phase 1,sector 92,0.95,5008.0,1.0,5,4,4.0,East,Moderately Old,1717.0,0,1,0,0,0,unfurnished,40
flat,umang winter hills,sector 77,0.99,7857.0,2.0,2,2,1.0,North,Relatively New,1126.0,0,0,0,0,0,unfurnished,105
flat,ramprastha skyz,sector 37,1.1,6377.0,0.0,3,4,7.0,East,Under Construction,1561.0,0,0,0,0,0,unfurnished,138
flat,4s aradhya homes,sector 67,1.9,8862.0,1.0,4,3,3.0,North,New Property,1991.0,0,0,0,0,0,semifurnished,62
flat,ild greens,sector 37,1.0,4320.0,1.0,3,4,5.0,North,Under Construction,1697.0,0,0,0,0,0,unfurnished,57
flat,bptp freedom park life,sector 57,2.5,11111.0,0.0,3,3,9.0,East,Moderately Old,2036.0,0,0,0,0,0,unfurnished,66
flat,godrej habitat,sector 3,1.1,10407.0,0.0,2,2,14.0,North-East,Under Construction,956.0,0,0,0,0,0,unfurnished,54
flat,ramsons kshitij,sector 95,0.29,5179.0,0.0,2,2,14.0,North,Relatively New,507.0,0,0,0,0,0,unfurnished,63
flat,sidhartha ncr one,sector 95,0.55,5556.0,0.0,2,3,15.0,North-East,New Property,990.0,0,0,0,0,0,unfurnished,0
flat,raheja sampada,sector 92,0.65,4745.0,0.0,2,3,6.0,North-East,Relatively New,1240.0,0,0,0,0,0,unfurnished,53
flat,signature the serenas,sohna road,0.5,9398.0,0.0,2,2,6.0,East,New Property,591.0,0,0,0,0,0,unfurnished,40
flat,pareena laxmi apartments,sector 99,0.32,5517.0,1.0,2,1,2.0,North-East,New Property,577.0,0,0,0,0,0,unfurnished,61
flat,satya the hermitage,sector 103,0.93,6405.0,1.0,3,3,3.0,East,Relatively New,1613.0,0,1,0,0,0,unfurnished,106
flat,smart world gems,sector 89,1.2,8433.0,2.0,3,2,2.0,North-East,New Property,1581.0,0,0,0,0,0,unfurnished,47
flat,gls arawali homes,sohna road,0.3,4688.0,0.0,2,2,4.0,East,Relatively New,711.0,0,0,0,0,0,unfurnished,54
flat,signature global park,sohna road,0.56,6813.0,1.0,2,3,3.0,South,New Property,913.0,0,0,0,0,0,unfurnished,137
flat,bestech park view city,sector 49,2.7,12506.0,0.0,4,4,6.0,East,Moderately Old,2159.0,0,0,0,0,0,unfurnished,0
flat,shree vardhman flora,sector 90,1.0,5128.0,0.0,4,3,8.0,North-East,New Property,1765.0,0,1,0,0,0,unfurnished,118
flat,afnhb jalvayu vihar,sector 30,1.45,11154.0,2.0,2,2,2.0,North,Old Property,1300.0,0,0,0,0,0,semifurnished,97
flat,m3m soulitude,sector 89,1.25,8784.0,1.0,3,0,4.0,East,New Property,1423.0,0,0,0,0,0,unfurnished,69
flat,emaar mgf palm terraces,sector 66,4.5,10598.0,0.0,5,4,11.0,East,New Property,3321.0,0,1,0,0,0,unfurnished,129
flat,hcbs sports ville,sohna road,0.28,3769.0,0.0,2,1,11.0,East,Relatively New,743.0,0,0,0,0,0,unfurnished,41
flat,puri the aravallis,sector 61,3.87,17200.0,0.0,4,4,21.0,East,Under Construction,2250.0,0,1,0,0,0,unfurnished,77
flat,brisk lumbini terrace homes,sector 109,1.38,6339.0,1.0,3,1,4.0,North-East,Moderately Old,2419.0,0,0,0,0,0,unfurnished,19
flat,huda ashok vihar phase,laxma,0.43,6615.0,1.0,2,1,2.0,East,Relatively New,722.0,0,0,0,0,0,unfurnished,13
flat,my home,sector 110,0.28,3167.0,1.0,1,1,2.0,East,Relatively New,1000.0,0,0,0,0,1,unfurnished,12
flat,signature global city,sector 37,1.1,9839.0,0.0,2,2,4.0,South,Relatively New,1242.0,0,0,0,0,0,unfurnished,66
flat,m3m heights,sector 65,2.0,13957.0,0.0,2,2,32.0,North-East,Relatively New,1433.0,0,0,0,0,0,unfurnished,68
flat,signature global park,sohna road,0.9,8036.0,2.0,2,2,2.0,South,Under Construction,1014.0,0,0,0,0,0,unfurnished,170
flat,signature global park,sohna road,0.9,8036.0,2.0,2,0,2.0,East,Under Construction,1120.0,0,0,0,0,0,unfurnished,66
flat,godrej nature plus,sector 33,1.75,8768.0,2.0,3,0,2.0,North-East,Under Construction,1996.0,0,0,0,0,0,unfurnished,62
flat,supertech hues,sector 68,0.93,8611.0,0.0,2,2,11.0,East,New Property,1200.0,0,0,0,0,0,unfurnished,0
flat,dlf new town heights,sector 90,1.8,6601.0,0.0,4,4,23.0,East,Moderately Old,2468.0,0,0,0,0,0,unfurnished,65
